wire_name,sub_spec_phase_tag,mention_count
RESOURCE_BUDGET_DENIED,S15.2,4
ROLLBACK_ATTEMPTED,S10.1,4
ROLLBACK_COMPLETED,S10.1,1
ROLLBACK_FAILED_REQUIRES_OPERATOR,S10.1,5
ROLLBACK_SUCCEEDED,S10.1,3
ROUTING_DECISION,S13.2,2
SANDBOX_BUNDLE_REJECTED,S14.1,2
SEGMENT_SEALED,S6.3,3
STATUS_TRANSITION,S0.3,4
STATUS_TRANSITION,S6.1,6
SUBJECT_KIND_REJECTED_FOR_VAULT,S0.4,1
SUBJECT_KIND_REJECTED_FOR_VAULT,S13.1,1
SUBJECT_KIND_REJECTED_FOR_VAULT,S13.2,1
SUBJECT_KIND_REJECTED_FOR_VAULT,S5.2,7
SURFACE_CREATED,S0.3,4
SURFACE_CREATED,S7.1,4
SURFACE_DESTROYED,S0.3,2
SURFACE_DESTROYED,S7.1,2
SURFACE_GPU_BUDGET_EXCEEDED,S7.1,3
SURFACE_NEVER_RENDERED,S2.4,1
SURFACE_NEVER_RENDERED,S7.1,2
SYSTEM_ADMIN_OPERATION,S4.1,3
SYSTEM_ADMIN_OPERATION,S8.4,1
TAMPER_DETECTED,S0.3,2
TAMPER_DETECTED,S0.4,1
TAMPER_DETECTED,S10.1,2
TAMPER_DETECTED,S12.3,1
TAMPER_DETECTED,S13.1,2
TAMPER_DETECTED,S14.1,24
TAMPER_DETECTED,S14.2,1
TAMPER_DETECTED,S15.1,1
TAMPER_DETECTED,S15.3,1
TAMPER_DETECTED,S2.4,21
TAMPER_DETECTED,S3.2,4
TAMPER_DETECTED,S5.4,6
TAMPER_DETECTED,S6.1,2
TAMPER_DETECTED,S6.2,2
TAMPER_DETECTED,S6.3,2
TAMPER_DETECTED,S6.4,8
TAMPER_DETECTED,S8.1,3
TAMPER_DETECTED,S8.4,1
TAMPER_DETECTED,S9.1,1
TAMPER_DETECTED,S9.2,1
TELEMETRY_BACKEND_DEGRADED,S14.2,5
TELEMETRY_BACKEND_UNAVAILABLE,S14.2,4
TELEMETRY_CARDINALITY_BREACH,S14.2,5
TELEMETRY_EBPF_PROBE_LOADED,S14.2,4
TELEMETRY_EBPF_PROBE_REJECTED,S14.2,4
TELEMETRY_LOG_INJECTION_DETECTED,S14.2,3
TELEMETRY_PIPELINE_STARTED,S14.2,6
TELEMETRY_REDACTION_FAILED,S14.2,8
TELEMETRY_RETENTION_TIER_PROMOTED,S14.2,2
TELEMETRY_SAMPLING_RATE_ADJUSTED,S14.2,4
TEST_PASSED,S13.1,1
TEST_PASSED,S6.2,15
TEST_PASSED,S6.3,4
TEST_PASSED,S6.4,1
THEME_INVARIANT_VIOLATED,S5.4,1
THEME_INVARIANT_VIOLATED,S7.3,4
THEME_LOADED,S2.1,1
THEME_LOADED,S7.3,3
THEME_REJECTED,S7.3,6
THEME_SWITCHED,S7.3,2
TIME_DRIFT_DETECTED,S14.1,2
TIME_DRIFT_DETECTED,S14.2,1
TIME_DRIFT_DETECTED,S6.3,3
TRANSITION_BUDGET_EXCEEDED,S15.2,2
TRANSITION_CONFLICT,S15.2,9
TRANSITION_FAILED,S15.2,5
TRANSITION_QUEUED,S15.2,11
TRANSITION_STARTED,S15.2,9
TRANSITION_SUCCEEDED,S15.2,11
TRANSLATION_CREATED,S0.3,6
TRUST_CHAIN_BROKEN,S11.1,13
TRUST_CHAIN_BROKEN,S15.1,3
TRUST_CHAIN_BROKEN,S8.5,1
TRUST_CHAIN_TOO_DEEP,S11.1,8
TRUST_CHAIN_TOO_DEEP,S2.4,1
UI_RECOVERY_NODE_DROPPED,S7.2,1
UI_TREE_VALIDATION_REJECTED,S7.2,1
UI_TRUST_BEARING_AUTHORSHIP_REFUSED,S2.4,1
UI_TRUST_BEARING_AUTHORSHIP_REFUSED,S7.2,2
UNIT_DEGRADED,S10.1,2
UNIT_DEGRADED,S15.1,4
UNIT_DEPENDENCY_CYCLE_DETECTED,S10.1,1
UNIT_DEPENDENCY_CYCLE_DETECTED,S15.1,5
UNIT_FAILED,S10.1,5
UNIT_FAILED,S15.1,5
UNIT_HEALTHY,S10.1,2
UNIT_HEALTHY,S15.1,4
UNIT_REGISTERED,S10.1,1
UNIT_REGISTERED,S15.1,4
UNIT_ROLLBACK_TRIGGERED,S10.1,3
UNIT_ROLLBACK_TRIGGERED,S15.1,5
UNIT_STARTED,S10.1,3
UNIT_STARTED,S15.1,5
UNIT_STOPPED,S10.1,3
UNIT_STOPPED,S15.1,3
VAULT_BOOTSTRAP_KEY_USED,S5.2,5
VAULT_CAPABILITY_FORGERY,S5.2,4
VAULT_CAPABILITY_ISSUED,S5.2,2
VAULT_CAPABILITY_REVOKED,S5.2,7
VAULT_CAPABILITY_ROTATED,S5.2,4
VAULT_OPERATION,S13.2,1
VAULT_OPERATION,S15.3,8
VAULT_OPERATION,S5.2,17
VAULT_RAW_REVEAL,S5.2,7
VAULT_RECOVERY_SNAPSHOT_LOADED,S5.2,2
VAULT_REKEYED,S5.2,2
VAULT_REKEYED,S8.5,4
VAULT_ROOT_KEY_GENERATED,S9.2,6
VAULT_TPM_RESEAL_REQUIRED,S2.4,2
VAULT_TPM_RESEAL_REQUIRED,S8.5,5
VERIFICATION_RESULT,S0.3,3
VERIFICATION_RESULT,S5.3,1
VERIFICATION_RESULT,S6.3,3
VPN_PROVIDER_KEY_FORGERY_REJECTED,S8.4,5
VPN_PROVIDER_KEY_ROTATED,S8.4,3
VPN_TUNNEL_ESTABLISHED,S4.1,1
VPN_TUNNEL_ESTABLISHED,S8.4,4
VPN_TUNNEL_FAILED,S8.4,5
WAYDROID_CONTAINER_STARTED,S12.3,2
WAYDROID_ESCAPE_ATTEMPTED,S12.3,3
WEB_CLIENT_STORAGE_QUOTA_BREACH,S7.5,2
WEB_CONSTITUTIONAL_ELEMENT_REREGISTER_BLOCKED,S7.5,2
WEB_EXPOSURE_GRANTED,S5.3,4
WEB_EXPOSURE_GRANTED,S5.4,1
WEB_EXPOSURE_GRANTED,S6.4,4
WEB_EXPOSURE_GRANTED,S7.5,7
WEB_EXPOSURE_REVOKED,S7.5,7
WEB_EXTENSION_INTERFERENCE,S7.5,5
WEB_FULLSCREEN_REQUESTED,S7.5,3
WEB_LAN_EXPOSURE_ACTIVE,S7.5,6
WEB_LAN_EXPOSURE_ACTIVE,S8.1,1
WEB_LAN_EXPOSURE_GRANTED,S14.2,2
WEB_LAN_EXPOSURE_GRANTED,S2.4,2
WEB_LAN_EXPOSURE_GRANTED,S7.5,2
WEB_PUBLIC_EXPOSURE_FIREWALL_RECORDED,S7.5,2
WEB_PUBLIC_EXPOSURE_GRANTED,S2.1,1
WEB_PUBLIC_EXPOSURE_GRANTED,S2.4,2
WEB_PUBLIC_EXPOSURE_GRANTED,S7.5,3
WEB_PUBLIC_EXPOSURE_GRANTED,S9.2,1
WEB_RECOVERY_KIND_REJECTED,S2.4,1
WEB_RECOVERY_KIND_REJECTED,S7.5,2
WEB_RECOVERY_PAGE_EXITED,S7.5,2
WEB_RECOVERY_PAGE_LOADED,S7.5,5
WEB_RENDERER_CLS_BREACH,S7.5,3
WEB_RENDERER_DEGRADED,S7.5,5
WEB_RENDERER_STARTED,S7.5,2
WEB_THEME_FALLBACK_USED,S7.5,2
WEB_THEME_INJECTION_BLOCKED,S7.5,4
WINE_PREFIX_BREAKOUT_ATTEMPTED,S12.3,4
WINE_PREFIX_CREATED,S12.3,2
